tanggal,pasar manis,pasar wage
2020-01-14,40000.0,39000.0
2020-01-15,40000.0,39000.0
2020-01-16,40000.0,39000.0
2020-01-17,37500.0,39000.0
2020-01-20,40000.0,39000.0
2020-01-21,40000.0,39000.0
2020-01-22,40000.0,38000.0
2020-01-23,40000.0,38000.0
2020-01-24,40000.0,38000.0
2020-01-27,40000.0,38000.0
2020-01-28,40000.0,38000.0
2020-01-29,40000.0,38000.0
2020-01-30,40000.0,38000.0
2020-01-31,40000.0,38000.0
2020-02-03,39000.0,37000.0
2020-02-04,39000.0,37000.0
2020-02-05,39000.0,37000.0
2020-02-06,39000.0,37000.0
2020-02-07,39000.0,37000.0
2020-02-10,37500.0,36000.0
2020-02-11,35000.0,36000.0
2020-02-12,35000.0,36000.0
2020-02-13,35000.0,36000.0
2020-02-14,35000.0,36000.0
2020-02-17,36500.0,36000.0
2020-02-18,35000.0,36000.0
2020-02-19,35000.0,36000.0
2020-02-20,35000.0,36000.0
2020-02-21,34942.26547246101,36000.0
2020-02-24,35000.0,35000.0
2020-02-25,35000.0,36000.0
2020-02-26,35000.0,36000.0
2020-02-27,35000.0,36000.0
2020-02-28,35000.0,36000.0
2020-03-02,35000.0,36000.0
2020-03-03,35000.0,36000.0
2020-03-04,35000.0,36000.0
2020-03-05,40000.0,36000.0
2020-03-06,40000.0,38000.0
2020-03-09,40000.0,38000.0
2020-03-10,40000.0,38000.0
2020-03-11,40000.0,38000.0
2020-03-12,42500.0,38000.0
2020-03-13,42500.0,38000.0
2020-03-16,42500.0,38000.0
2020-03-17,40000.0,38000.0
2020-03-18,40000.0,40000.0
2020-03-19,40000.0,40000.0
2020-03-20,40000.0,40000.0
2020-03-23,47500.0,40000.0
2020-03-24,47500.0,40000.0
2020-03-25,49644.938895869454,44500.0
2020-03-26,52500.0,44500.0
2020-03-27,54000.0,44500.0
2020-03-30,54000.0,42500.0
2020-03-31,50000.0,42500.0
2020-04-01,54000.0,42500.0
2020-04-02,54000.0,47500.0
2020-04-03,54000.0,47500.0
2020-04-06,54000.0,49000.0
2020-04-07,54000.0,49000.0
2020-04-08,54000.0,49000.0
2020-04-09,51500.0,47500.0
2020-04-10,49842.865113153544,46916.71089110552
2020-04-13,51500.0,49000.0
2020-04-14,52500.0,49000.0
2020-04-15,52500.0,49000.0
2020-04-16,50000.0,48000.0
2020-04-17,50000.0,48000.0
2020-04-20,50000.0,48000.0
2020-04-21,50000.0,48000.0
2020-04-22,50000.0,48000.0
2020-04-23,50000.0,48000.0
2020-04-24,50000.0,48000.0
2020-04-27,50000.0,48000.0
2020-04-28,50000.0,49000.0
2020-04-29,50000.0,49000.0
2020-04-30,50000.0,54000.0
2020-05-01,50275.46232300758,56945.70349749018
2020-05-04,50000.0,54000.0
2020-05-05,50000.0,54000.0
2020-05-06,55000.0,54000.0
2020-05-07,58631.42176332977,53787.56149029976
2020-05-08,60000.0,54000.0
2020-05-11,60000.0,57500.0
2020-05-12,60000.0,57500.0
2020-05-13,60000.0,57500.0
2020-05-14,60000.0,57500.0
2020-05-15,60000.0,57500.0
2020-05-18,60000.0,55000.0
2020-05-19,60000.0,55000.0
2020-05-20,60000.0,57500.0
2020-05-21,60000.00732192286,59313.728489800495
2020-05-22,60000.00760961929,59831.19370788286
2020-05-25,59999.99705827962,57886.79880030568
2020-05-26,60000.0,57500.0
2020-05-27,60000.0,59000.0
2020-05-28,60000.0,64000.0
2020-05-29,60000.0,64000.0
2020-06-01,59998.77841315117,64149.65155075266
